Quantity,Start Date,Actual Stop Date,Unit Price Excl. Tax,Price Type,Invoice Detail ID Description,Quantity Shipped,Line No.,customer_code
1.0,8/1/2024,,175.00,Per Month,Monitoring,1.0,640000,customer_891
1.0,8/1/2024,,175.00,Per Month,Monitoring,1.0,650000,customer_891
1.0,8/1/2024,,175.00,Per Month,Monitoring,1.0,660000,customer_891
1.0,8/1/2024,,175.00,Per Month,Monitoring,1.0,670000,customer_891
1.0,8/1/2024,,75.00,Per Month,Other Rev & Reimbursement,1.0,680000,customer_891
1.0,8/1/2024,,75.00,Per Month,Other Rev & Reimbursement,1.0,690000,customer_891
1.0,8/1/2024,,75.00,Per Month,Other Rev & Reimbursement,1.0,700000,customer_891
1.0,8/1/2024,,300.00,Per Month,Other Rev & Reimbursement,1.0,10000,customer_892
1.0,8/1/2024,,300.00,Per Month,Other Rev & Reimbursement,1.0,20000,customer_892
1.0,8/1/2024,,300.00,Per Month,Other Rev & Reimbursement,1.0,30000,customer_892
1.0,8/1/2024,,300.00,Per Month,Other Rev & Reimbursement,1.0,40000,customer_892
1.0,8/1/2024,,300.00,Per Month,Other Rev & Reimbursement,1.0,50000,customer_892
1.0,8/1/2024,,300.00,Per Month,Other Rev & Reimbursement,1.0,60000,customer_892
1.0,8/1/2024,,"1,140.00",Per Month,Lease/Rental,1.0,70000,customer_892
1.0,8/1/2024,,"1,140.00",Per Month,Lease/Rental,1.0,80000,customer_892
1.0,8/1/2024,,"1,140.00",Per Month,Lease/Rental,1.0,90000,customer_892
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,100000,customer_892
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,110000,customer_892
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,120000,customer_892
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,130000,customer_892
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,140000,customer_892
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,150000,customer_892
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,160000,customer_892
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,170000,customer_892
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,180000,customer_892
1.0,8/1/2024,,"1,481.00",Per Month,Lease/Rental,1.0,10000,customer_893
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,20000,customer_893
1.0,8/1/2024,,500.00,Per Month,Monitoring,1.0,30000,customer_893
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,40000,customer_893
1.0,8/1/2024,,890.00,Per Month,Lease/Rental,1.0,10000,customer_894
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,20000,customer_894
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,30000,customer_894
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,40000,customer_894
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,50000,customer_894
1.0,8/1/2024,,550.00,Per Month,Lease/Rental,1.0,10000,customer_895
1.0,8/1/2024,,550.00,Per Month,Lease/Rental,1.0,20000,customer_895
1.0,8/1/2024,,75.00,Per Month,Lease/Rental,1.0,30000,customer_895
1.0,8/1/2024,,"1,373.00",Per Month,Lease/Rental,1.0,40000,customer_895
1.0,8/1/2024,,"1,373.00",Per Month,Lease/Rental,1.0,50000,customer_895
1.0,8/1/2024,,"1,373.00",Per Month,Lease/Rental,1.0,60000,customer_895
1.0,8/1/2024,,440.00,Per Month,Lease/Rental,1.0,70000,customer_895
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,80000,customer_895
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,90000,customer_895
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,100000,customer_895
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,110000,customer_895
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,120000,customer_895
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,130000,customer_895
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,140000,customer_895
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,150000,customer_895
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,160000,customer_895
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,170000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,180000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,190000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,200000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,210000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,220000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,230000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,240000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,250000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,260000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,270000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,280000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,290000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,300000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,310000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,320000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,330000,customer_895
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,340000,customer_895
1.0,8/1/2024,,250.00,Per Month,Maintenance Agreements,1.0,350000,customer_895
1.0,8/1/2024,,250.00,Per Month,Maintenance Agreements,1.0,360000,customer_895
1.0,8/1/2024,,275.00,Per Month,Maintenance Agreements,1.0,10000,customer_896
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,20000,customer_896
1.0,8/1/2024,,"1,794.00",Per Month,Lease/Rental,1.0,30000,customer_896
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,40000,customer_896
1.0,8/1/2024,,525.00,Per Month,Lease/Rental,1.0,10000,customer_897
1.0,8/1/2024,,525.00,Per Month,Lease/Rental,1.0,20000,customer_897
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,30000,customer_897
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,40000,customer_897
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,50000,customer_897
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,60000,customer_897
1.0,8/1/2024,,125.00,Per Month,Monitoring,1.0,70000,customer_897
1.0,8/1/2024,,125.00,Per Month,Monitoring,1.0,80000,customer_897
1.0,8/1/2024,,125.00,Per Month,Monitoring,1.0,90000,customer_897
1.0,8/1/2024,,125.00,Per Month,Monitoring,1.0,100000,customer_897
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,10000,customer_898
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,20000,customer_898
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,30000,customer_898
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,40000,customer_898
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,50000,customer_898
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,60000,customer_898
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,70000,customer_898
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,80000,customer_898
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,90000,customer_898
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,100000,customer_898
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,110000,customer_898
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,120000,customer_898
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,130000,customer_898
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,140000,customer_898
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,150000,customer_898
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,160000,customer_898
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,170000,customer_898
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,180000,customer_898
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,190000,customer_898
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,200000,customer_898
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,210000,customer_898
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,220000,customer_898
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,10000,customer_899
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,20000,customer_899
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,30000,customer_899
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,40000,customer_899
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,50000,customer_899
1.0,8/1/2024,,374.50,Per Month,Lease/Rental,1.0,60000,customer_899
1.0,8/1/2024,,374.50,Per Month,Lease/Rental,1.0,70000,customer_899
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,80000,customer_899
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,90000,customer_899
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,100000,customer_899
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,110000,customer_899
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,120000,customer_899
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,130000,customer_899
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,140000,customer_899
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,150000,customer_899
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,160000,customer_899
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,10000,customer_900
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,20000,customer_900
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,30000,customer_900
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,40000,customer_900
1.0,8/1/2024,,374.50,Per Month,Lease/Rental,1.0,50000,customer_900
1.0,8/1/2024,,374.50,Per Month,Lease/Rental,1.0,60000,customer_900
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,70000,customer_900
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,80000,customer_900
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,90000,customer_900
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,100000,customer_900
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,110000,customer_900
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,120000,customer_900
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,130000,customer_900
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,140000,customer_900
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,150000,customer_900
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,160000,customer_900
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,170000,customer_900
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,180000,customer_900
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,10000,customer_901
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,20000,customer_901
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,30000,customer_901
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,40000,customer_901
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,50000,customer_901
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,60000,customer_901
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,70000,customer_901
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,80000,customer_901
1.0,8/1/2024,,374.50,Per Month,Lease/Rental,1.0,90000,customer_901
1.0,8/1/2024,,374.50,Per Month,Lease/Rental,1.0,100000,customer_901
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,110000,customer_901
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,120000,customer_901
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,130000,customer_901
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,140000,customer_901
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,150000,customer_901
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,160000,customer_901
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,170000,customer_901
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,180000,customer_901
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,190000,customer_901
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,200000,customer_901
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,210000,customer_901
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,220000,customer_901
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,230000,customer_901
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,240000,customer_901
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,250000,customer_901
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,260000,customer_901
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,270000,customer_901
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,280000,customer_901
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,290000,customer_901
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,300000,customer_901
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,310000,customer_901
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,320000,customer_901
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,330000,customer_901
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,340000,customer_901
1.0,8/1/2024,,"1,555.00",Per Month,Lease/Rental,1.0,10000,customer_902
1.0,8/1/2024,,"1,555.00",Per Month,Lease/Rental,1.0,20000,customer_902
1.0,8/1/2024,,"1,555.00",Per Month,Lease/Rental,1.0,30000,customer_902
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,40000,customer_902
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,50000,customer_902
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,60000,customer_902
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,70000,customer_902
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,80000,customer_902
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,90000,customer_902
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,100000,customer_902
1.0,8/1/2024,,"1,000.00",Per Month,Monitoring,1.0,110000,customer_902
1.0,8/1/2024,,"1,000.00",Per Month,Monitoring,1.0,120000,customer_902
1.0,8/1/2024,,"1,000.00",Per Month,Monitoring,1.0,130000,customer_902
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,10000,customer_903
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,20000,customer_903
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,30000,customer_903
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,40000,customer_903
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,50000,customer_903
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,60000,customer_903
1.0,8/1/2024,,175.00,Per Month,Maintenance Agreements,1.0,70000,customer_903
1.0,8/1/2024,,850.00,Per Month,Lease/Rental,1.0,80000,customer_903
1.0,8/1/2024,,850.00,Per Month,Lease/Rental,1.0,90000,customer_903
1.0,8/1/2024,,850.00,Per Month,Lease/Rental,1.0,100000,customer_903
1.0,8/1/2024,,850.00,Per Month,Lease/Rental,1.0,110000,customer_903
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,120000,customer_903
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,130000,customer_903
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,140000,customer_903
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,150000,customer_903
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,160000,customer_903
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,170000,customer_903
1.0,8/1/2024,,775.00,Per Month,Lease/Rental,1.0,10000,customer_904
1.0,8/1/2024,,250.00,Per Month,Lease/Rental,1.0,20000,customer_904
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,30000,customer_904
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,40000,customer_904
1.0,8/1/2024,,775.00,Per Month,Lease/Rental,1.0,50000,customer_904
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,60000,customer_904
1.0,8/1/2024,,275.00,Per Month,Maintenance Agreements,1.0,70000,customer_904
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,80000,customer_904
1.0,8/1/2024,,500.00,Per Month,Lease/Rental,1.0,90000,customer_904
1.0,8/1/2024,,500.00,Per Month,Lease/Rental,1.0,100000,customer_904
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,110000,customer_904
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,120000,customer_904
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,130000,customer_904
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,140000,customer_904
1.0,8/1/2024,,275.00,Per Month,Maintenance Agreements,1.0,150000,customer_904
1.0,8/1/2024,,250.00,Per Month,Lease/Rental,1.0,160000,customer_904
1.0,8/1/2024,,250.00,Per Month,Lease/Rental,1.0,170000,customer_904
1.0,8/1/2024,,481.50,Per Month,Lease/Rental,1.0,10000,customer_905
1.0,8/1/2024,,481.50,Per Month,Lease/Rental,1.0,20000,customer_905
1.0,8/1/2024,,481.50,Per Month,Lease/Rental,1.0,30000,customer_905
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,40000,customer_905
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,50000,customer_905
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,60000,customer_905
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,70000,customer_905
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,80000,customer_905
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,90000,customer_905
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,100000,customer_905
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,110000,customer_905
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,120000,customer_905
1.0,8/1/2024,,556.50,Per Month,Lease/Rental,1.0,130000,customer_905
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,140000,customer_905
1.0,8/1/2024,,825.00,Per Month,Lease/Rental,1.0,150000,customer_905
1.0,8/1/2024,,267.50,Per Month,Lease/Rental,1.0,160000,customer_905
1.0,8/1/2024,,374.50,Per Month,Lease/Rental,1.0,170000,customer_905
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,180000,customer_905
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,190000,customer_905
1.0,8/1/2024,,50.00,Per Month,Other Rev & Reimbursement,1.0,200000,customer_905
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,210000,customer_905
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,220000,customer_905
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,230000,customer_905
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,240000,customer_905
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,250000,customer_905
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,260000,customer_905
1.0,8/20/2024,,300.00,,Installation/Service,0.0,270000,customer_905
1.0,8/1/2024,,350.00,Per Month,Lease/Rental,1.0,10000,customer_906
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,20000,customer_906
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,30000,customer_906
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,40000,customer_906
1.0,8/1/2024,,750.00,Per Month,Lease/Rental,1.0,50000,customer_906
1.0,8/1/2024,,750.00,Per Month,Lease/Rental,1.0,60000,customer_906
1.0,8/1/2024,,750.00,Per Month,Lease/Rental,1.0,70000,customer_906
1.0,8/1/2024,,350.00,Per Month,Lease/Rental,1.0,80000,customer_906
1.0,8/1/2024,,350.00,Per Month,Lease/Rental,1.0,90000,customer_906
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,100000,customer_906
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,110000,customer_906
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,120000,customer_906
1.0,8/1/2024,,750.00,Per Month,Lease/Rental,1.0,130000,customer_906
1.0,8/1/2024,,350.00,Per Month,Lease/Rental,1.0,140000,customer_906
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,150000,customer_906
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,160000,customer_906
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,170000,customer_906
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,180000,customer_906
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,190000,customer_906
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,200000,customer_906
1.0,8/1/2024,,125.00,Per Month,Maintenance Agreements,1.0,10000,customer_907
1.0,8/1/2024,,125.00,Per Month,Maintenance Agreements,1.0,20000,customer_907
1.0,8/1/2024,,125.00,Per Month,Maintenance Agreements,1.0,30000,customer_907
1.0,8/1/2024,,125.00,Per Month,Maintenance Agreements,1.0,40000,customer_907
1.0,8/1/2024,,350.00,Per Month,Monitoring,1.0,50000,customer_907
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,60000,customer_907
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,70000,customer_907
1.0,8/1/2024,,350.00,Per Month,Monitoring,1.0,80000,customer_907
1.0,8/1/2024,,350.00,Per Month,Monitoring,1.0,90000,customer_907
1.0,8/1/2024,,350.00,Per Month,Monitoring,1.0,100000,customer_907
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,110000,customer_907
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,120000,customer_907
1.0,8/26/2024,,220.00,,Installation/Service,0.0,130000,customer_907
1.0,8/1/2024,,11.25,Per Month,Other Rev & Reimbursement,1.0,10000,customer_908
1.0,8/1/2024,,11.25,Per Month,Other Rev & Reimbursement,1.0,20000,customer_908
1.0,8/1/2024,,116.00,Per Month,Other Rev & Reimbursement,1.0,30000,customer_908
1.0,8/1/2024,,11.25,Per Month,Other Rev & Reimbursement,1.0,40000,customer_908
1.0,8/1/2024,,116.00,Per Month,Other Rev & Reimbursement,1.0,50000,customer_908
1.0,8/1/2024,,116.00,Per Month,Other Rev & Reimbursement,1.0,60000,customer_908
1.0,8/1/2024,,"1,200.00",Per Month,Lease/Rental,1.0,10000,customer_909
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,20000,customer_909
1.0,8/1/2024,,175.00,Per Month,Monitoring,1.0,30000,customer_909
1.0,8/1/2024,,175.00,Per Month,Monitoring,1.0,40000,customer_909
1.0,8/1/2024,,175.00,Per Month,Monitoring,1.0,50000,customer_909
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,60000,customer_909
1.0,8/1/2024,,"1,425.00",Per Month,Lease/Rental,1.0,10000,customer_910
1.0,8/1/2024,,500.00,Per Month,Lease/Rental,1.0,20000,customer_910
1.0,8/1/2024,,500.00,Per Month,Lease/Rental,1.0,30000,customer_910
1.0,8/1/2024,,100.00,Per Month,Lease/Rental,1.0,40000,customer_910
1.0,8/1/2024,,750.00,Per Month,Monitoring,1.0,50000,customer_910
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,60000,customer_910
1.0,8/1/2024,,404.71,Per Month,Monitoring,1.0,10000,customer_911
1.0,8/1/2024,,617.54,Per Month,Lease/Rental,1.0,20000,customer_911
1.0,8/1/2024,,783.75,Per Month,Lease/Rental,1.0,10000,customer_912
1.0,8/1/2024,,783.75,Per Month,Lease/Rental,1.0,20000,customer_912
1.0,8/1/2024,,783.75,Per Month,Lease/Rental,1.0,30000,customer_912
1.0,8/1/2024,,783.75,Per Month,Lease/Rental,1.0,40000,customer_912
1.0,8/1/2024,,254.12,Per Month,Lease/Rental,1.0,50000,customer_912
1.0,8/1/2024,,254.12,Per Month,Lease/Rental,1.0,60000,customer_912
1.0,8/1/2024,,47.50,Per Month,Other Rev & Reimbursement,1.0,70000,customer_912
1.0,8/1/2024,,47.50,Per Month,Other Rev & Reimbursement,1.0,80000,customer_912
1.0,8/1/2024,,47.50,Per Month,Other Rev & Reimbursement,1.0,90000,customer_912
1.0,8/1/2024,,47.50,Per Month,Other Rev & Reimbursement,1.0,100000,customer_912
1.0,8/1/2024,,142.50,Per Month,Lease/Rental,1.0,110000,customer_912
1.0,8/1/2024,,142.50,Per Month,Lease/Rental,1.0,120000,customer_912
1.0,8/1/2024,,142.50,Per Month,Lease/Rental,1.0,130000,customer_912
1.0,8/1/2024,,142.50,Per Month,Lease/Rental,1.0,140000,customer_912
1.0,8/1/2024,,237.50,Per Month,Monitoring,1.0,150000,customer_912
1.0,8/1/2024,,237.50,Per Month,Monitoring,1.0,160000,customer_912
1.0,8/1/2024,,237.50,Per Month,Monitoring,1.0,170000,customer_912
1.0,8/1/2024,,237.50,Per Month,Monitoring,1.0,180000,customer_912
1.0,8/1/2024,,355.77,Per Month,Lease/Rental,1.0,190000,customer_912
1.0,8/1/2024,,355.77,Per Month,Lease/Rental,1.0,200000,customer_912
1.0,8/1/2024,,355.77,Per Month,Lease/Rental,1.0,210000,customer_912
1.0,8/1/2024,,355.77,Per Month,Lease/Rental,1.0,220000,customer_912
1.0,8/1/2024,,355.77,Per Month,Lease/Rental,1.0,230000,customer_912
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,10000,customer_913
1.0,8/1/2024,,125.00,Per Month,Maintenance Agreements,1.0,20000,customer_913
1.0,8/1/2024,,500.00,Per Month,Monitoring,1.0,30000,customer_913
1.0,8/1/2024,,890.00,Per Month,Lease/Rental,1.0,40000,customer_913
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,50000,customer_913
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,60000,customer_913
1.0,8/1/2024,,250.00,Per Month,Monitoring,1.0,70000,customer_913
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,80000,customer_913
1.0,8/1/2024,,700.00,Per Month,Monitoring,1.0,10000,customer_914
1.0,8/1/2024,,150.00,Per Month,Lease/Rental,1.0,20000,customer_914
1.0,8/1/2024,,125.00,Per Month,Maintenance Agreements,1.0,30000,customer_914
1.0,8/1/2024,,890.00,Per Month,Lease/Rental,1.0,10000,customer_915
1.0,8/1/2024,,75.00,Per Month,Maintenance Agreements,1.0,20000,customer_915
1.0,8/1/2024,,50.00,Per Month,Damage Waiver,1.0,30000,customer_915
